"error_name","SurveyorID","Submission.Id","Orig.collection.date","Quad.Sub.Quad","StemTag","Species","QX","QY","DBH","Status.census.2","HOM","Status.2021","Crown.position","Percentage.of.crown.intact","Percentage.of.crown.living","Lean.angle.if.greater.than.15.degrees","Lianas","FAD","Wounded.main.stem","Canker..swelling..deformity","Rotting.trunk","Dead.with.resprout","Notes.2021"
"status_AU_DS_or_DC_but_no_FAD","DJ","3f3d3310-27eb-4b8c-a63f-d53768840fe0","2021-07-08","0408-21",40788,"tsugca",5.0209,4.5655,NA,"D",1.55,"DS",3,46,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","DJ","3f3d3310-27eb-4b8c-a63f-d53768840fe0","2021-07-08","0408-22",40779,"tsugca",8.0405,9.3328,NA,"D",1.3,"DS",1,43,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","DJ","3f3d3310-27eb-4b8c-a63f-d53768840fe0","2021-07-08","0408-22",40784,"tsugca",8.4911,2.8729,NA,"D",1.3,"DC",1,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","2021-07-08","0501-11",50013,"pinure",5.01038,6.0588,NA,"D",1.3,"DS",1,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","2021-07-08","0501-11",50025,"pinure",9.77283,3.14795,NA,"D",1.3,"DS",2,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","2021-07-08","0501-11",50028,"pinure",6.73171,2.56566,NA,"D",1.3,"DS",1,0,0,NA,0,NA,NA,NA,NA,"FALSE","Looks like top snapped and attempted to make new leader"
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","2021-07-08","0501-12",50045,"piceab",2.99323,6.5866,NA,"D",1.3,"DS",3,20,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","2021-07-08","0501-12",50047,"pinure",7.02744,7.5652,NA,"D",1.3,"DS",3,30,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","2021-07-08","0501-12",50056,"pinure",8.41142,4.1409,NA,"D",1.3,"DS",1,0,0,NA,NA,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","2021-07-08","0501-12",50072,"pinure",5.9654,0.4573,NA,"D",1.3,"DS",2,0,0,NA,NA,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","2021-07-08","0501-21",50106,"pinure",4.5089,5.0844,NA,"D",1.3,"DS",1,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","2021-07-08","0501-21",50115,"pinure",6.7719,7.12592,NA,"D",1.3,"DS",1,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","2021-07-08","0501-21",50119,"pinure",8.4605,4.22845,NA,"D",1.3,"DS",1,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","2021-07-08","0501-21",50124,"pinure",4.998,1.70828,NA,"D",1.3,"DS",3,0,0,NA,NA,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","2021-07-08","0501-22",50091,"pinure",9.2436,8.6021,NA,"D",1.3,"DS",1,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","2021-07-08","0501-22",50098,"pinure",3.6913,2.7987,NA,"D",1.3,"DS",2,5,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_intact","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-11",50133,"pinure",8.90352,7.68444,NA,"D",1.3,"DS",2,NA,NA,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_living","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-11",50133,"pinure",8.90352,7.68444,NA,"D",1.3,"DS",2,NA,NA,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-11",50133,"pinure",8.90352,7.68444,NA,"D",1.3,"DS",2,NA,NA,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-21",50181,"pinure",1.5392,3.06912,NA,"D",1.3,"DC",1,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-21",50183,"pinure",3.8855,5.73139,NA,"D",1.3,"DS",3,2,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-21",50190,"pinure",2.9783,7.81649,NA,"D",1.3,"DS",2,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-21",50195,"pinure",6.4846,9.45609,NA,"D",1.3,"DS",2,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-21",50206,"pinure",7.2819,5.81695,NA,"D",1.3,"DS",3,25,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-21",50223,"pinure",2.2166,1.08819,NA,"D",1.3,"DS",3,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-22",50168,"pinure",5.3566,9.4497,NA,"D",1.3,"DS",NA,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-22",50168,"pinure",5.3566,9.4497,NA,"D",1.3,"DS",NA,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_intact","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-22",50169,"pinure",6.2539,8.0858,NA,"D",1.3,"DS",2,NA,NA,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_living","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-22",50169,"pinure",6.2539,8.0858,NA,"D",1.3,"DS",2,NA,NA,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-22",50169,"pinure",6.2539,8.0858,NA,"D",1.3,"DS",2,NA,NA,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_intact","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-22",50170,"piceab",5.5307,5.9936,NA,"D",1.3,"DS",1,NA,NA,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_living","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-22",50170,"piceab",5.5307,5.9936,NA,"D",1.3,"DS",1,NA,NA,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-22",50170,"piceab",5.5307,5.9936,NA,"D",1.3,"DS",1,NA,NA,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","4873b6e7-6070-4e5e-a5a4-67cf70d65994","2021-07-08","0502-22",50176,"pinure",5.8144,1.9633,40,"A",1.3,"DS",4,70,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_living","RB","66b1558a-f708-4178-8ad0-a89dc2b86840","2021-07-08","0503-11",50254,"tsugca",7.79666,4.033,21.1,"A",1.3,"A",1,87,NA,65,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","66b1558a-f708-4178-8ad0-a89dc2b86840","2021-07-08","0503-21",50359,"querru",8.6701,3.81049,NA,"D",1.3,"DS",1,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","66b1558a-f708-4178-8ad0-a89dc2b86840","2021-07-08","0503-21",50369,"pinure",0.7155,0.34325,NA,"D",1.3,"DS",1,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","66b1558a-f708-4178-8ad0-a89dc2b86840","2021-07-08","0503-22",50316,"fagugr",7.999,0.3474,NA,"D",1.3,"DS",3,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","dff65a34-aaae-4e5b-a113-9cf20767463c","2021-07-08","0504-11",50370,"deadhw",0.60273,0.20001,NA,"D",1.3,"DC",1,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","dff65a34-aaae-4e5b-a113-9cf20767463c","2021-07-08","0504-11",50371,"tsugca",0.21697,0.4972,NA,"D",1.3,"DS",1,40,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","dff65a34-aaae-4e5b-a113-9cf20767463c","2021-07-08","0504-11",50381,"deadhw",8.66753,4.79514,NA,"D",1.3,"DC",1,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_living","RB","dff65a34-aaae-4e5b-a113-9cf20767463c","2021-07-08","0504-12",50416,"acerru",3.96528,0.339,17.2,"A",1.3,"A",2,100,NA,100,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","RB","dff65a34-aaae-4e5b-a113-9cf20767463c","2021-07-08","0504-21",50440,"tsugca",5.9495,0.62044,NA,"D",1.3,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position","AK","8da507fe-0720-47e3-ad20-592d93c78111","2021-07-10","0214-21",21105,"tsugca",1.9519,5.33783,48.5,"A",1.3,"A",NA,100,100,NA,0,NA,NA,NA,NA,NA,NA
"missing_crown_position","AK","8da507fe-0720-47e3-ad20-592d93c78111","2021-07-10","0214-21",21110,"tsugca",7.0768,8.87606,36.6,"A",1.3,"A",NA,100,100,NA,0,NA,NA,NA,NA,NA,NA
"missing_crown_position","LM","c1f9a884-700d-4ec8-9b5b-a61b4de77645","2021-07-10","0215-11",21118,"tsugca",0.74492,6.25623,NA,"D",1.3,"DS",NA,80,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position","AK","03fa4769-84c0-4a62-a18f-e38348c1b1d3","2021-07-10","0217-11",21212,"picexx",0.48976,0.60351,NA,"D",1.3,"DS",NA,90,0,NA,NA,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position","AK","03fa4769-84c0-4a62-a18f-e38348c1b1d3","2021-07-10","0217-11",21222,"pinust",7.96859,5.67118,49.5,"A",1.3,"A",NA,100,100,NA,0,NA,NA,NA,NA,NA,NA
"missing_crown_position","AK","03fa4769-84c0-4a62-a18f-e38348c1b1d3","2021-07-10","0217-11",21229,"pinust",5.19849,0.34124,NA,"D",1.3,"DS",NA,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position","AK","03fa4769-84c0-4a62-a18f-e38348c1b1d3","2021-07-10","0217-21",21277,"pinust",2.9379,8.60947,NA,"D",1.3,"DS",NA,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position","LM","ec0fd99a-2354-4ba6-8206-fe0460d58206","2021-07-10","0218-11",21288,"pinust",0.13115,5.01601,NA,"D",1.3,"DS",NA,15,0,34,0,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position","LM","ec0fd99a-2354-4ba6-8206-fe0460d58206","2021-07-10","0218-12",21307,"acerru",1.13846,0.5401,10.6,"A",1.3,"DS",NA,95,0,NA,0,"U,K,OT",NA,1,NA,"FALSE",NA
"missing_crown_position","LM","ec0fd99a-2354-4ba6-8206-fe0460d58206","2021-07-10","0218-22",21311,"tsugca",5.0337,1.1215,NA,"D",1.3,"DS",NA,0,0,16,0,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position","LM","96c41ab4-e27c-4e70-a3ce-ed8460323fe4","2021-07-10","0219-22",21398,"acerru",2.6045,9.1947,15,"A",1.4,"A",NA,100,100,NA,0,NA,NA,NA,NA,NA,NA
"missing_crown_position",NA,"8735a6be-8ee7-4508-aaea-3d49ae9229f1","2021-07-10","0220-11",21443,"pinust",1.83001,4.64588,36.3,"A",1.3,"A",NA,100,100,NA,0,NA,NA,NA,NA,NA,NA
"missing_crown_position",NA,"8735a6be-8ee7-4508-aaea-3d49ae9229f1","2021-07-10","0220-11",21456,"pinust",5.46486,8.66874,NA,"D",1.3,"DS",NA,40,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position",NA,"8735a6be-8ee7-4508-aaea-3d49ae9229f1","2021-07-10","0220-11",21459,"pinust",7.48564,9.68997,NA,"D",1.1,"DS",NA,20,0,NA,NA,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position",NA,"8735a6be-8ee7-4508-aaea-3d49ae9229f1","2021-07-10","0220-11",21487,"pinust",4.15357,1.82562,NA,"D",1.3,"DS",NA,100,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position",NA,"8735a6be-8ee7-4508-aaea-3d49ae9229f1","2021-07-10","0220-21",21594,"pinust",1.2529,5.64969,NA,"D",1.3,"DS",NA,0,0,NA,NA,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position",NA,"8735a6be-8ee7-4508-aaea-3d49ae9229f1","2021-07-10","0220-21",21606,"deadsw",1.4148,8.78792,NA,"D",1.3,"DS",NA,10,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position",NA,"f39e5f07-9c3f-424a-8f37-b321b39ff59c","2021-07-10","0225-11",22594,"castde",5.0257,8.96447,NA,"D",1.3,"DS",NA,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position",NA,"f39e5f07-9c3f-424a-8f37-b321b39ff59c","2021-07-10","0225-22",22716,"betule",7.3258,3.4284,NA,"D",1.3,"DS",NA,0,0,NA,NA,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","DJ","8885f4d2-9afb-45ba-969f-f777142fb0d7","2021-07-10","0411-21",40952,"tsugca",6.4043,9.86349,37.8,"A",1.3,"DS",1,100,100,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","DJ","ee815690-58c6-41e8-a697-8f364fd5b1a2","2021-07-10","0413-22",41064,"tsugca",3.1413,5.0034,19.8,"A",1.3,"DS",3,46,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"crown_living_greater_than_crown_intact","RB","f82766f1-9669-4844-b65e-af1ba117b8ae","2021-07-10","0506-11",50600,"betupa",4.23192,6.42983,28.7,"A",1.3,"A",3,80,89,NA,0,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","JS","72b111ea-7363-43d9-a933-d0fe4cd490a6","2021-07-08","0601-22",60070,"piceab",7.4744,0.5764,13.7,"A",1.3,"AU",1,100,90,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-11",60102,"pinure",2.57607,5.07791,30.4,"A",1.3,"AU",4,90,45,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_intact","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-11",60115,"pinure",7.34558,0.80133,NA,"D",1.3,"DS",3,NA,NA,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_living","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-11",60115,"pinure",7.34558,0.80133,NA,"D",1.3,"DS",3,NA,NA,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_intact","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-11",60116,"pinure",5.37389,2.77662,NA,"D",1.3,"DS",3,NA,NA,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_living","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-11",60116,"pinure",5.37389,2.77662,NA,"D",1.3,"DS",3,NA,NA,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_intact","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-12",60123,"pinure",1.467,5.0443,NA,"D",1.3,"DS",1,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_living","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-12",60123,"pinure",1.467,5.0443,NA,"D",1.3,"DS",1,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_intact","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-12",60140,"pinure",5.71933,4.7132,NA,"D",1.3,"DS",1,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_living","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-12",60140,"pinure",5.71933,4.7132,NA,"D",1.3,"DS",1,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_intact","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-12",60144,"querru",7.16076,1.8122,NA,"D",1.93,"DS",1,NA,NA,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_living","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-12",60144,"querru",7.16076,1.8122,NA,"D",1.93,"DS",1,NA,NA,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_intact","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-12",60146,"piceab",6.39456,0.268,NA,"D",1.3,"DS",2,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_living","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-12",60146,"piceab",6.39456,0.268,NA,"D",1.3,"DS",2,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_intact","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-21",60175,"piceab",1.5174,8.84086,NA,"D",1.3,"DS",1,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_living","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-21",60175,"piceab",1.5174,8.84086,NA,"D",1.3,"DS",1,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_intact","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-21",60185,"pinure",8.1923,0.76295,NA,"D",1.3,"DS",1,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_living","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-21",60185,"pinure",8.1923,0.76295,NA,"D",1.3,"DS",1,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_intact","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-22",60161,"querru",9.0054,8.1154,NA,"D",1.3,"DS",1,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA
"missing_percent_crown_living","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-22",60161,"querru",9.0054,8.1154,NA,"D",1.3,"DS",1,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-22",60166,"querru",7.7273,1.2504,33.2,"A",1.3,"A",NA,95,95,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position","JS","00c7b28c-8892-45c4-b3b6-20d3e7684093","2021-07-10","0607-12",60787,"tsugca",9.32853,4.0873,NA,"D",1.6,"DS",NA,5,0,NA,0,"I,W,K",1,1,NA,"FALSE",NA
"missing_crown_position","JS","00c7b28c-8892-45c4-b3b6-20d3e7684093","2021-07-10","0607-22",60794,"tsugca",5.7132,7.5031,NA,"D",1.3,"DS",NA,0,0,45,0,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position","JS","fd74da20-3648-443d-a0e8-fbca61706e4d","2021-07-10","0608-21",60866,"pinust",9.3386,3.39862,NA,"D",1.3,"DS",NA,10,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position","JS","be822264-3d70-478f-ac47-1c9d6d83ddc3","2021-07-10","0609-22",60904,"tsugca",9.8283,8.1666,NA,"D",1.3,"DS",NA,10,0,18,0,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position","LM","2bc19f6f-3ade-4f6e-9b76-a3ae4d8366b9","2021-07-11","0120-22",11629,"betupa",7.7549,9.7316,NA,"D",1.3,"DS",NA,0,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"status_AU_DS_or_DC_but_no_FAD","NM","6c5481e6-7df9-41b8-8acc-9a5ab71b109c","2021-07-11","0317-22",31421,"tsugca",1.8751,5.8259,35,"A",1.3,"DS",2,85,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"crown_living_greater_than_crown_intact","NM","7c0937b6-84ec-4233-9b3a-9638c967328c","2021-07-11","0320-12",31755,"querru",3.8361,9.7007,24.8,"A",1.3,"A",4,95,99,NA,0,NA,NA,NA,NA,NA,NA
"crown_living_greater_than_crown_intact","NM","7c0937b6-84ec-4233-9b3a-9638c967328c","2021-07-11","0320-12",31791,"betual",7.17613,6.8499,14.3,"A",1.3,"AU",2,98,99,NA,0,"LF,I",NA,NA,NA,"FALSE",NA
"missing_crown_position","RB","3e718164-c49b-4ac0-a033-1875ce2aad84","2021-07-11","0518-21",51709,"betule",5.2676,7.70374,19.6,"A",1.3,"A",NA,95,95,NA,0,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","RB","3e718164-c49b-4ac0-a033-1875ce2aad84","2021-07-11","0518-22",51700,"betule",2.4191,0.9037,24,"A",1.69,"DS",3,30,0,NA,0,NA,NA,NA,NA,"FALSE",NA
"missing_crown_position","LM","2bc19f6f-3ade-4f6e-9b76-a3ae4d8366b9","2021-07-11","0120-22",11629,"betupa",7.7549,9.7316,NA,"D",1.3,"DS",NA,0,0,NA,0,NA,NA,NA,NA,"False",NA
"status_AU_DS_or_DC_but_no_FAD","NM","6c5481e6-7df9-41b8-8acc-9a5ab71b109c","2021-07-11","0317-22",31421,"tsugca",1.8751,5.8259,35,"A",1.3,"DS",2,85,0,NA,0,NA,NA,NA,NA,"False",NA
"crown_living_greater_than_crown_intact","NM","7c0937b6-84ec-4233-9b3a-9638c967328c","2021-07-11","0320-12",31791,"betual",7.17613,6.8499,14.3,"A",1.3,"AU",2,98,99,NA,0,"LF,I",NA,NA,NA,"False",NA
"status_AU_DS_or_DC_but_no_FAD","RB","3e718164-c49b-4ac0-a033-1875ce2aad84","2021-07-11","0518-22",51700,"betule",2.4191,0.9037,24,"A",1.69,"DS",3,30,0,NA,0,NA,NA,NA,NA,"False",NA
"status_AU_DS_or_DC_but_no_FAD","JS","72b111ea-7363-43d9-a933-d0fe4cd490a6","2021-07-08","0601-22",60070,"piceab",7.4744,0.5764,13.7,"A",1.3,"AU",1,100,90,NA,0,NA,NA,NA,NA,"False",NA
"status_AU_DS_or_DC_but_no_FAD","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-11",60102,"pinure",2.57607,5.07791,30.4,"A",1.3,"AU",4,90,45,NA,0,NA,NA,NA,NA,"False",NA
"missing_percent_crown_intact","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-11",60115,"pinure",7.34558,0.80133,NA,"D",1.3,"DS",3,NA,NA,NA,0,NA,NA,NA,NA,"False",NA
"missing_percent_crown_living","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-11",60115,"pinure",7.34558,0.80133,NA,"D",1.3,"DS",3,NA,NA,NA,0,NA,NA,NA,NA,"False",NA
"missing_percent_crown_intact","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-11",60116,"pinure",5.37389,2.77662,NA,"D",1.3,"DS",3,NA,NA,NA,0,NA,NA,NA,NA,"False",NA
"missing_percent_crown_living","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-11",60116,"pinure",5.37389,2.77662,NA,"D",1.3,"DS",3,NA,NA,NA,0,NA,NA,NA,NA,"False",NA
"missing_percent_crown_intact","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-12",60123,"pinure",1.467,5.0443,NA,"D",1.3,"DS",1,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"missing_percent_crown_living","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-12",60123,"pinure",1.467,5.0443,NA,"D",1.3,"DS",1,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"missing_percent_crown_intact","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-12",60140,"pinure",5.71933,4.7132,NA,"D",1.3,"DS",1,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"missing_percent_crown_living","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-12",60140,"pinure",5.71933,4.7132,NA,"D",1.3,"DS",1,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"missing_percent_crown_intact","JS","d14ae59f-8ab2-43bc-aa0c-c5c73f59fb1b","2021-07-08","0602-12",60144,"querru",7.16076,1.8122,NA,"D",1.93,"DS",1,NA,NA,NA,0,NA,NA,NA,NA,"False",NA
